,character,consonant,vowel,tone,segment1,segment2,mlabel,slabel,mlabel2,slabel2,freq,consonant1,vowel1,tone1,consonant2,vowel2,tone2
3428,埍,x,uan,4,土,肙,r,l,rhyming,radical,rare,t,u,3,y,uan,1
3429,娟,j,uan,1,女,肙,r,l,rhyming,radical,high,n,v,3,y,uan,1
3430,弲,x,uan,1,弓,肙,r,l,rhyming,radical,rare,g,ong,1,y,uan,1
3431,悁,y,uan,1,忄,肙,r,r,regular,regular,low,x,in,1,y,uan,1
3432,捐,j,uan,1,扌,肙,r,l,rhyming,radical,high,sh,ou,3,y,uan,1
3433,涓,j,uan,1,氵,肙,r,l,rhyming,radical,high,sh,ui,3,y,uan,1
3434,焆,j,ue,2,火,肙,r,l,radical,radical,low,h,uo,3,y,uan,1
3435,狷,j,uan,4,犭,肙,r,l,rhyming,rhyming,mid,q,uan,3,y,uan,1
3436,睊,j,uan,4,目,肙,r,l,rhyming,radical,rare,m,u,4,y,uan,1
3437,絹,j,uan,4,糸,肙,r,l,rhyming,radical,low,m,i,4,y,uan,1
3438,蜎,y,uan,1,虫,肙,r,r,regular,regular,mid,ch,ong,2,y,uan,1
3439,鋗,x,uan,1,釒,肙,r,l,rhyming,radical,low,j,in,1,y,uan,1
3440,鞙,x,uan,4,革,肙,r,l,rhyming,radical,low,g,e,2,y,uan,1
3441,駽,x,uan,4,馬,肙,r,l,rhyming,radical,rare,m,a,3,y,uan,1
3442,楜,h,u,2,木,胡,r,r,regular,regular,low,m,u,4,h,u,2
3443,湖,h,u,2,氵,胡,r,r,regular,regular,high,sh,ui,3,h,u,2
3444,瑚,h,u,2,王,胡,r,r,regular,regular,high,w,ang,2,h,u,2
3445,糊,h,u,2,米,胡,r,r,regular,regular,high,m,i,3,h,u,2
3446,蝴,h,u,2,虫,胡,r,r,regular,regular,high,ch,ong,2,h,u,2
3447,醐,h,u,2,酉,胡,r,r,regular,regular,mid,y,ou,3,h,u,2
3448,餬,h,u,2,飠,胡,r,r,regular,regular,mid,sh,i,2,h,u,2
3449,壻,x,u,4,士,胥,r,r,regular,regular,low,sh,i,4,x,u,1
3450,揟,x,u,1,扌,胥,r,r,regular,regular,rare,sh,ou,3,x,u,1
3451,楈,x,u,1,木,胥,r,r,regular,regular,rare,m,u,4,x,u,1
3452,湑,x,u,3,氵,胥,r,r,regular,regular,low,sh,ui,3,x,u,1
3453,糈,x,u,3,米,胥,r,r,regular,regular,mid,m,i,3,x,u,1
3454,蝑,x,u,1,虫,胥,r,r,regular,regular,rare,ch,ong,2,x,u,1
3455,諝,x,u,3,言,胥,r,r,regular,regular,low,y,an,2,x,u,1
3456,姫,j,i,1,女,臣,r,l,radical,radical,low,n,v,3,ch,en,2
3457,挋,zh,en,4,扌,臣,r,r,rhyming,rhyming,rare,sh,ou,3,ch,en,2
3458,垍,j,i,4,土,自,r,r,rhyming,rhyming,mid,t,u,3,z,i,4
3459,洎,j,i,4,氵,自,r,r,rhyming,rhyming,mid,sh,ui,3,z,i,4
3460,詯,h,ui,4,言,自,r,r,radical,radical,rare,y,an,2,z,i,4
3461,嗅,x,iu,4,口,臭,r,r,radical,radical,high,k,ou,3,ch,ou,4
3462,殠,ch,ou,4,歹,臭,r,r,regular,regular,rare,d,ai,3,ch,ou,4
3463,糗,q,iu,3,米,臭,r,r,radical,radical,high,m,i,3,ch,ou,4
3464,齅,x,iu,4,鼻,臭,r,r,radical,radical,rare,b,i,2,ch,ou,4
3465,咥,x,i,4,口,至,r,r,rhyming,rhyming,mid,k,ou,3,zh,i,4
3466,垤,d,ie,2,土,至,r,r,radical,radical,mid,t,u,3,zh,i,4
3467,姪,zh,i,2,女,至,r,r,regular,regular,mid,n,v,3,zh,i,4
3468,挃,zh,i,4,扌,至,r,r,regular,regular,rare,sh,ou,3,zh,i,4
3469,桎,zh,i,4,木,至,r,r,regular,regular,mid,m,u,4,zh,i,4
3470,絰,d,ie,2,糸,至,r,r,radical,radical,low,m,i,4,zh,i,4
3471,胵,zh,i,4,肉,至,r,r,regular,regular,rare,r,ou,4,zh,i,4
3472,蛭,zh,i,4,虫,至,r,r,regular,regular,mid,ch,ong,2,zh,i,4
3473,輊,zh,i,4,車,至,r,r,regular,regular,mid,ch,e,1,zh,i,4
3474,銍,zh,i,4,釒,至,r,r,regular,regular,low,j,in,1,zh,i,4
3475,啗,d,an,4,口,臽,r,r,radical,radical,low,k,ou,3,x,ian,4
3476,惂,k,an,3,忄,臽,r,r,radical,radical,rare,x,in,1,x,ian,4
3477,掐,q,ia,1,扌,臽,r,r,radical,radical,high,sh,ou,3,x,ian,4
3478,淊,h,an,4,氵,臽,r,r,radical,radical,low,sh,ui,3,x,ian,4
3479,焰,y,an,4,火,臽,r,r,radical,radical,high,h,uo,3,x,ian,4
3480,蜭,h,an,4,虫,臽,r,r,radical,radical,rare,ch,ong,2,x,ian,4
3481,諂,ch,an,3,言,臽,r,r,radical,radical,low,y,an,2,x,ian,4
3482,陷,x,ian,4,阝,臽,r,r,regular,regular,high,f,u,4,x,ian,4
3483,餡,x,ian,4,飠,臽,r,r,regular,regular,low,sh,i,2,x,ian,4
3484,楰,y,u,2,木,臾,r,r,regular,regular,rare,m,u,4,y,u,2
3485,腴,y,u,2,肉,臾,r,r,regular,regular,high,r,ou,4,y,u,2
3486,諛,y,u,2,言,臾,r,r,regular,regular,rare,y,an,2,y,u,2
3487,慆,t,ao,1,忄,舀,r,l,rhyming,radical,low,x,in,1,y,ao,3
3488,搯,t,ao,1,扌,舀,r,l,rhyming,radical,low,sh,ou,3,y,ao,3
3489,滔,t,ao,1,氵,舀,r,l,rhyming,radical,high,sh,ui,3,y,ao,3
3490,稻,d,ao,4,禾,舀,r,l,rhyming,radical,high,h,e,2,y,ao,3
3491,韜,t,ao,1,韋,舀,r,r,rhyming,rhyming,low,w,ei,2,y,ao,3
3492,嬩,y,u,2,女,與,r,r,regular,regular,rare,n,v,3,y,u,3
3493,嶼,y,u,3,山,與,r,r,regular,regular,low,sh,an,1,y,u,3
3494,璵,y,u,2,王,與,r,r,regular,regular,rare,w,ang,2,y,u,3
3495,鱮,x,u,4,魚,與,r,r,rhyming,rhyming,rare,y,u,2,y,u,3
3496,狧,t,a,4,犭,舌,r,l,radical,radical,rare,q,uan,3,sh,e,2
3497,絬,x,ie,4,糸,舌,r,r,radical,radical,rare,m,i,4,sh,e,2
3498,銛,x,ian,1,釒,舌,r,r,radical,radical,rare,j,in,1,sh,e,2
3499,侜,zh,ou,1,亻,舟,r,r,regular,regular,rare,r,en,2,zh,ou,1
3500,貈,h,e,2,豸,舟,r,l,radical,radical,rare,zh,i,4,zh,ou,1
3501,輈,zh,ou,1,車,舟,r,r,regular,regular,rare,ch,e,1,zh,ou,1
3502,娘,n,iang,2,女,良,r,r,rhyming,rhyming,high,n,v,3,l,iang,2
3503,桹,l,ang,2,木,良,r,r,alliterating,alliterating,rare,m,u,4,l,iang,2
3504,浪,l,ang,4,氵,良,r,r,alliterating,alliterating,high,sh,ui,3,l,iang,2
3505,狼,l,ang,2,犭,良,r,r,alliterating,alliterating,high,q,uan,3,l,iang,2
3506,琅,l,ang,2,王,良,r,r,alliterating,alliterating,high,w,ang,2,l,iang,2
3507,稂,l,ang,2,禾,良,r,r,alliterating,alliterating,low,h,e,2,l,iang,2
3508,蜋,l,ang,2,虫,良,r,r,alliterating,alliterating,low,ch,ong,2,l,iang,2
3509,鋃,l,ang,2,釒,良,r,r,alliterating,alliterating,mid,j,in,1,l,iang,2
3510,媰,z,ou,1,女,芻,r,l,radical,radical,rare,n,v,3,ch,u,2
3511,犓,ch,u,2,牜,芻,r,r,regular,regular,rare,n,iu,2,ch,u,2
3512,縐,zh,ou,4,糸,芻,r,l,radical,radical,low,m,i,4,ch,u,2
3513,騶,z,ou,1,馬,芻,r,l,radical,radical,mid,m,a,3,ch,u,2
3514,齺,z,ou,1,齒,芻,r,l,radical,radical,rare,ch,i,3,ch,u,2
3515,媌,m,ao,2,女,苗,r,r,alliterating,alliterating,low,n,v,3,m,iao,2
3516,描,m,iao,2,扌,苗,r,r,regular,regular,high,sh,ou,3,m,iao,2
3517,緢,m,iao,2,糸,苗,r,r,regular,regular,rare,m,i,4,m,iao,2
3518,貓,m,ao,1,豸,苗,r,r,alliterating,alliterating,mid,zh,i,4,m,iao,2
3519,錨,m,ao,2,釒,苗,r,r,alliterating,alliterating,low,j,in,1,m,iao,2
3520,嗞,z,i,1,口,茲,r,r,regular,regular,mid,k,ou,3,z,i,1
3521,滋,z,i,1,氵,茲,r,r,regular,regular,high,sh,ui,3,z,i,1
3522,磁,c,i,2,石,茲,r,r,rhyming,rhyming,high,sh,i,2,z,i,1
3523,塔,t,a,3,土,荅,r,r,rhyming,rhyming,high,t,u,3,d,a,1
3524,搭,d,a,1,扌,荅,r,r,regular,regular,high,sh,ou,3,d,a,1
3525,榙,t,a,3,木,荅,r,r,rhyming,rhyming,low,m,u,4,d,a,1
3526,鞳,t,a,4,革,荅,r,r,rhyming,rhyming,low,g,e,2,d,a,1
3527,摸,m,o,1,扌,莫,r,r,regular,regular,high,sh,ou,3,m,o,4
3528,模,m,o,2,木,莫,r,r,regular,regular,high,m,u,4,m,o,4
3529,漠,m,o,4,氵,莫,r,r,regular,regular,high,sh,ui,3,m,o,4
3530,獏,m,u,2,犭,莫,r,r,alliterating,alliterating,low,q,uan,3,m,o,4
3531,糢,m,o,2,米,莫,r,r,regular,regular,mid,m,i,3,m,o,4
3532,膜,m,o,4,肉,莫,r,r,regular,regular,high,r,ou,4,m,o,4
3533,蟆,m,a,2,虫,莫,r,r,alliterating,alliterating,high,ch,ong,2,m,o,4
3534,謨,m,o,2,言,莫,r,r,regular,regular,high,y,an,2,m,o,4
3535,貘,m,o,4,豸,莫,r,r,regular,regular,mid,zh,i,4,m,o,4
3536,鏌,m,o,4,釒,莫,r,r,regular,regular,rare,j,in,1,m,o,4
3537,僕,p,u,2,亻,菐,r,r,regular,regular,low,r,en,2,p,u,2
3538,墣,p,u,1,土,菐,r,r,regular,regular,rare,t,u,3,p,u,2
3539,幞,f,u,2,巾,菐,r,r,rhyming,rhyming,mid,j,in,1,p,u,2
3540,撲,p,u,1,扌,菐,r,r,regular,regular,mid,sh,ou,3,p,u,2
3541,樸,p,u,2,木,菐,r,r,regular,regular,low,m,u,4,p,u,2
3542,璞,p,u,2,王,菐,r,r,regular,regular,high,w,ang,2,p,u,2
3543,轐,p,u,2,車,菐,r,r,regular,regular,rare,ch,e,1,p,u,2
3544,曚,m,eng,2,日,蒙,r,r,regular,regular,low,r,i,4,m,eng,2
3545,朦,m,eng,2,月,蒙,r,r,regular,regular,high,y,ue,4,m,eng,2
3546,檬,m,eng,2,木,蒙,r,r,regular,regular,high,m,u,4,m,eng,2
3547,濛,m,eng,2,氵,蒙,r,r,regular,regular,mid,sh,ui,3,m,eng,2
3548,矇,m,eng,2,目,蒙,r,r,regular,regular,mid,m,u,4,m,eng,2
3549,艨,m,eng,2,舟,蒙,r,r,regular,regular,mid,zh,ou,1,m,eng,2
3550,蠓,m,eng,3,虫,蒙,r,r,regular,regular,mid,ch,ong,2,m,eng,2
3551,雘,h,uo,4,丹,蒦,r,l,radical,radical,low,d,an,1,w,o,4
3552,擭,w,o,4,扌,蒦,r,r,regular,regular,low,sh,ou,3,w,o,4
3553,檴,h,uo,4,木,蒦,r,l,radical,radical,rare,m,u,4,w,o,4
3554,濩,h,uo,4,氵,蒦,r,l,radical,radical,low,sh,ui,3,w,o,4
3555,獲,h,uo,4,犭,蒦,r,l,radical,radical,mid,q,uan,3,w,o,4
3556,矆,h,uo,4,目,蒦,r,l,radical,radical,rare,m,u,4,w,o,4
3557,穫,h,uo,4,禾,蒦,r,l,radical,alliterating,mid,h,e,2,w,o,4
3558,蠖,h,uo,4,虫,蒦,r,l,radical,radical,mid,ch,ong,2,w,o,4
3559,護,h,u,4,言,蒦,r,r,radical,radical,mid,y,an,2,w,o,4
3560,鑊,h,uo,4,釒,蒦,r,l,radical,radical,mid,j,in,1,w,o,4
3561,韄,h,uo,4,革,蒦,r,l,radical,radical,low,g,e,2,w,o,4
3562,鱯,h,uo,4,魚,蒦,r,r,radical,radical,rare,y,u,2,w,o,4
3563,幭,m,ie,4,巾,蔑,r,r,regular,regular,rare,j,in,1,m,ie,4
3564,懱,m,ie,4,忄,蔑,r,r,regular,regular,rare,x,in,1,m,ie,4
3565,瀎,m,o,4,氵,蔑,r,r,alliterating,alliterating,rare,sh,ui,3,m,ie,4
3566,蠛,m,ie,4,虫,蔑,r,r,regular,regular,mid,ch,ong,2,m,ie,4
3567,衊,m,ie,4,血,蔑,r,r,regular,regular,low,x,ie,3,m,ie,4
3568,襪,w,a,4,衤,蔑,r,l,radical,radical,low,y,i,1,m,ie,4
3569,韈,w,a,4,革,蔑,r,r,radical,radical,rare,g,e,2,m,ie,4
3570,韤,w,a,4,韋,蔑,r,l,radical,alliterating,rare,w,ei,2,m,ie,4
3571,虓,x,iao,1,九,虎,l,l,radical,radical,mid,j,iu,3,h,u,3
3572,唬,h,u,3,口,虎,r,r,regular,regular,high,k,ou,3,h,u,3
3573,號,h,ao,4,号,虎,l,l,regular,regular,mid,h,ao,4,h,u,3
3574,虢,g,uo,2,寽,虎,l,l,radical,radical,mid,l,v,4,h,u,3
3575,虦,zh,an,4,戔,虎,l,l,radical,radical,rare,j,ian,1,h,u,3
3576,琥,h,u,3,王,虎,r,r,regular,regular,high,w,ang,2,h,u,3
3577,諕,h,ao,2,言,虎,r,r,alliterating,alliterating,low,y,an,2,h,u,3
3578,嗁,t,i,2,口,虒,r,r,rhyming,rhyming,rare,k,ou,3,s,i,1
3579,榹,s,i,1,木,虒,r,r,regular,regular,rare,m,u,4,s,i,1
3580,禠,s,i,1,礻,虒,r,r,regular,regular,rare,sh,i,4,s,i,1
3581,褫,ch,i,3,衤,虒,r,r,rhyming,rhyming,mid,y,i,1,s,i,1
3582,鷈,t,i,1,鳥,虒,r,r,rhyming,rhyming,rare,n,iao,3,s,i,1
3583,鼶,t,i,2,鼠,虒,r,r,rhyming,rhyming,low,sh,u,3,s,i,1
3584,嘑,h,u,1,口,虖,r,r,regular,regular,rare,k,ou,3,h,u,1
3585,罅,x,ia,4,缶,虖,r,l,radical,radical,mid,f,ou,3,h,u,1
3586,謼,h,u,4,言,虖,r,r,regular,regular,rare,y,an,2,h,u,1
3587,蝕,sh,i,2,飠,虫,r,l,radical,regular,low,sh,i,2,ch,ong,2
3588,融,r,ong,2,鬲,虫,r,r,rhyming,rhyming,high,l,i,4,ch,ong,2
3589,慅,s,ao,1,忄,蚤,r,r,rhyming,rhyming,low,x,in,1,z,ao,3
3590,搔,s,ao,1,扌,蚤,r,r,rhyming,rhyming,high,sh,ou,3,z,ao,3
3591,瑵,zh,ao,3,王,蚤,r,r,rhyming,rhyming,rare,w,ang,2,z,ao,3
3592,騷,s,ao,1,馬,蚤,r,r,rhyming,rhyming,mid,m,a,3,z,ao,3
3593,噣,zh,ou,4,口,蜀,r,l,radical,rhyming,low,k,ou,3,sh,u,3
3594,濁,zh,uo,2,氵,蜀,r,l,radical,radical,low,sh,ui,3,sh,u,3
3595,燭,zh,u,2,火,蜀,r,r,rhyming,rhyming,low,h,uo,3,sh,u,3
3596,獨,d,u,2,犭,蜀,r,r,rhyming,rhyming,mid,q,uan,3,sh,u,3
3597,襡,sh,u,2,衤,蜀,r,r,regular,regular,rare,y,i,1,sh,u,3
3598,觸,ch,u,4,角,蜀,r,r,rhyming,rhyming,mid,j,iao,3,sh,u,3
3599,鐲,zh,uo,2,釒,蜀,r,l,radical,radical,low,j,in,1,sh,u,3
3600,韣,d,u,2,韋,蜀,r,r,rhyming,rhyming,rare,w,ei,2,sh,u,3
3601,髑,d,u,2,骨,蜀,r,r,rhyming,rhyming,mid,g,u,3,sh,u,3
3602,侐,x,u,4,亻,血,r,r,alliterating,alliterating,low,r,en,2,x,ie,3
3603,恤,x,u,4,忄,血,r,l,alliterating,alliterating,high,x,in,1,x,ie,3
3604,洫,x,u,4,氵,血,r,r,alliterating,alliterating,mid,sh,ui,3,x,ie,3
3605,桁,h,eng,2,木,行,r,r,radical,radical,mid,m,u,4,x,ing,2
3606,洐,x,ing,2,氵,行,r,r,regular,regular,mid,sh,ui,3,x,ing,2
3607,珩,h,eng,2,王,行,r,r,radical,radical,high,w,ang,2,x,ing,2
3608,絎,h,eng,4,糸,行,r,r,radical,radical,mid,m,i,4,x,ing,2
3609,胻,x,ing,2,肉,行,r,r,regular,regular,low,r,ou,4,x,ing,2
3610,壤,r,ang,3,土,襄,r,r,radical,radical,high,t,u,3,x,iang,1
3611,孃,n,iang,2,女,襄,r,r,rhyming,rhyming,mid,n,v,3,x,iang,1
3612,攘,r,ang,4,扌,襄,r,r,radical,radical,high,sh,ou,3,x,iang,1
3613,禳,r,ang,2,礻,襄,r,r,radical,radical,mid,sh,i,4,x,iang,1
3614,穰,r,ang,2,禾,襄,r,r,radical,radical,mid,h,e,2,x,iang,1
3615,纕,x,iang,1,糸,襄,r,r,regular,regular,low,m,i,4,x,iang,1
3616,釀,n,iang,4,酉,襄,r,r,rhyming,rhyming,low,y,ou,3,x,iang,1
3617,鑲,x,iang,1,釒,襄,r,r,regular,regular,low,j,in,1,x,iang,1
3618,饟,x,iang,3,飠,襄,r,r,regular,regular,low,sh,i,2,x,iang,1
3619,驤,x,iang,1,馬,襄,r,r,regular,regular,rare,m,a,3,x,iang,1
3620,俔,x,ian,4,亻,見,r,r,rhyming,rhyming,rare,r,en,2,j,ian,4
3621,覜,t,iao,4,兆,見,l,l,radical,radical,low,zh,ao,4,j,ian,4
3622,覦,y,u,2,兪,見,l,l,regular,regular,low,y,u,2,j,ian,4
3623,覯,g,ou,4,冓,見,l,l,regular,regular,mid,g,ou,4,j,ian,4
3624,覭,m,ing,2,冥,見,l,l,regular,regular,rare,m,ing,2,j,ian,4
3625,覘,zh,an,1,占,見,r,l,radical,regular,mid,zh,an,1,j,ian,4
3626,哯,x,ian,4,口,見,r,r,rhyming,rhyming,rare,k,ou,3,j,ian,4
3627,覗,s,i,1,司,見,l,l,regular,regular,low,s,i,1,j,ian,4
3628,垷,x,ian,4,土,見,r,r,rhyming,rhyming,rare,t,u,3,j,ian,4
3629,覣,w,ei,1,委,見,l,l,regular,regular,low,w,ei,3,j,ian,4
3630,覕,m,ie,4,必,見,l,r,radical,radical,rare,b,i,4,j,ian,4
3631,晛,x,ian,4,日,見,r,r,rhyming,rhyming,low,r,i,4,j,ian,4
3632,覒,m,ao,2,毛,見,l,l,regular,regular,rare,m,ao,2,j,ian,4
3633,覢,sh,an,3,炎,見,l,r,rhyming,radical,low,y,an,2,j,ian,4
3634,現,x,ian,4,王,見,r,r,rhyming,rhyming,high,w,ang,2,j,ian,4
3635,睍,x,ian,4,目,見,r,r,rhyming,rhyming,low,m,u,4,j,ian,4
3636,硯,y,an,4,石,見,r,r,radical,radical,high,sh,i,2,j,ian,4
3637,絸,j,ian,3,糸,見,r,r,regular,regular,rare,m,i,4,j,ian,4
3638,覩,d,u,3,者,見,l,l,radical,radical,low,zh,e,3,j,ian,4
3639,覰,q,u,4,虘,見,l,l,radical,radical,low,c,uo,2,j,ian,4
3640,蜆,x,ian,4,虫,見,r,r,rhyming,rhyming,mid,ch,ong,2,j,ian,4
3641,覬,j,i,4,豈,見,l,l,rhyming,rhyming,low,q,i,3,j,ian,4
3642,觀,g,uan,1,雚,見,l,l,regular,regular,mid,g,uan,4,j,ian,4
3643,靚,j,ing,4,靑,見,l,l,rhyming,rhyming,mid,q,ing,1,j,ian,4
3644,靦,t,ian,3,面,見,r,r,rhyming,rhyming,mid,m,ian,4,j,ian,4
3645,埆,q,ue,4,土,角,r,r,radical,radical,rare,t,u,3,j,iao,3
3646,桷,j,ue,2,木,角,r,r,alliterating,alliterating,mid,m,u,4,j,iao,3
3647,确,q,ue,4,石,角,r,l,radical,radical,high,sh,i,2,j,iao,3
3648,信,x,in,4,亻,言,r,l,radical,radical,high,r,en,2,y,an,2
3649,唁,y,an,4,口,言,r,r,regular,regular,mid,k,ou,3,y,an,2
3650,琂,y,an,2,王,言,r,r,regular,regular,rare,w,ang,2,y,an,2
3651,誩,j,ing,4,言,言,r,r,radical,radical,low,y,an,2,y,an,2
3652,儋,d,an,1,亻,詹,r,r,rhyming,rhyming,mid,r,en,2,zh,an,1
3653,憺,d,an,4,忄,詹,r,r,rhyming,rhyming,low,x,in,1,zh,an,1
3654,擔,d,an,1,扌,詹,r,r,rhyming,rhyming,mid,sh,ou,3,zh,an,1
3655,檐,y,an,2,木,詹,r,r,rhyming,rhyming,high,m,u,4,zh,an,1
3656,澹,d,an,4,氵,詹,r,r,rhyming,rhyming,high,sh,ui,3,zh,an,1
3657,瞻,zh,an,1,目,詹,r,r,regular,regular,high,m,u,4,zh,an,1
3658,聸,d,an,1,耳,詹,r,r,rhyming,rhyming,rare,0,er,3,zh,an,1
3659,膽,d,an,3,肉,詹,r,r,rhyming,rhyming,mid,r,ou,4,zh,an,1
3660,蟾,ch,an,2,虫,詹,r,r,rhyming,rhyming,high,ch,ong,2,zh,an,1
3661,襜,ch,an,1,衤,詹,r,r,rhyming,rhyming,mid,y,i,1,zh,an,1
3662,譫,zh,an,1,言,詹,r,r,regular,regular,mid,y,an,2,zh,an,1
3663,贍,sh,an,4,貝,詹,r,r,rhyming,rhyming,rare,b,ei,4,zh,an,1
3664,俗,s,u,2,亻,谷,r,r,rhyming,rhyming,high,r,en,2,g,u,3
3665,谸,q,ian,1,千,谷,r,l,radical,regular,rare,q,ian,1,g,u,3
3666,谿,x,i,1,奚,谷,l,l,regular,regular,mid,x,i,1,g,u,3
3667,豁,h,uo,1,害,谷,l,l,alliterating,alliterating,high,h,ai,4,g,u,3
3668,峪,y,u,4,山,谷,r,r,rhyming,rhyming,high,sh,an,1,g,u,3
3669,浴,y,u,4,氵,谷,r,r,rhyming,rhyming,high,sh,ui,3,g,u,3
3670,硲,y,u,4,石,谷,r,r,rhyming,rhyming,rare,sh,i,2,g,u,3
3671,裕,y,u,4,衤,谷,r,l,rhyming,alliterating,high,y,i,1,g,u,3
3672,鋊,y,u,4,釒,谷,r,r,rhyming,rhyming,rare,j,in,1,g,u,3
3673,侸,sh,u,4,亻,豆,r,l,radical,radical,rare,r,en,2,d,ou,4
3674,梪,d,ou,4,木,豆,r,r,regular,regular,rare,m,u,4,d,ou,4
3675,短,d,uan,3,矢,豆,r,r,alliterating,alliterating,high,sh,i,3,d,ou,4
3676,脰,d,ou,4,肉,豆,r,r,regular,regular,low,r,ou,4,d,ou,4
3677,裋,sh,u,4,衤,豆,r,r,radical,radical,rare,y,i,1,d,ou,4
3678,塏,k,ai,3,土,豈,r,r,radical,radical,mid,t,u,3,q,i,3
3679,愷,k,ai,3,忄,豈,r,r,radical,radical,low,x,in,1,q,i,3
3683,榿,q,i,1,木,豈,r,r,regular,regular,mid,m,u,4,q,i,3
3684,皚,0,ai,2,白,豈,r,l,radical,rhyming,low,b,ai,2,q,i,3
3685,磑,w,ei,4,石,豈,r,l,radical,radical,rare,sh,i,2,q,i,3
3686,螘,y,i,3,虫,豈,r,r,rhyming,rhyming,low,ch,ong,2,q,i,3
3687,鎧,k,ai,3,釒,豈,r,l,radical,radical,mid,j,in,1,q,i,3
3688,醴,l,i,3,酉,豐,r,r,radical,radical,mid,y,ou,3,f,eng,1
3689,麷,f,eng,1,麥,豐,r,r,regular,regular,rare,m,ai,4,f,eng,1
3690,豚,t,un,2,肉,豕,r,l,radical,radical,high,r,ou,4,sh,i,3
3691,豩,b,in,1,豕,豕,r,r,radical,radical,rare,sh,i,3,sh,i,3
3692,啄,zh,uo,2,口,豖,r,l,radical,radical,high,k,ou,3,ch,u,4
3693,椓,zh,uo,2,木,豖,r,r,radical,radical,low,m,u,4,ch,u,4
3694,涿,zh,uo,1,氵,豖,r,l,radical,radical,mid,sh,ui,3,ch,u,4
3695,琢,zh,uo,2,王,豖,r,r,radical,radical,high,w,ang,2,ch,u,4
3696,豫,y,u,4,予,象,l,l,regular,regular,high,y,u,2,x,iang,4
3697,像,x,iang,4,亻,象,r,r,regular,regular,high,r,en,2,x,iang,4
3698,橡,x,iang,4,木,象,r,r,regular,regular,high,m,u,4,x,iang,4
3699,潒,d,ang,4,氵,象,r,r,radical,radical,rare,sh,ui,3,x,iang,4
3700,襐,x,iang,4,衤,象,r,r,regular,regular,rare,y,i,1,x,iang,4
3701,噱,j,ue,2,口,豦,r,r,radical,radical,mid,k,ou,3,q,u,2
3702,據,j,u,4,扌,豦,r,r,rhyming,rhyming,mid,sh,ou,3,q,u,2
3703,臄,j,ue,2,月,豦,r,r,radical,radical,rare,y,ue,4,q,u,2
3704,璩,q,u,2,王,豦,r,r,regular,regular,mid,w,ang,2,q,u,2
3705,醵,j,u,4,酉,豦,r,r,rhyming,rhyming,mid,y,ou,3,q,u,2
3706,鐻,j,u,4,釒,豦,r,l,rhyming,alliterating,low,j,in,1,q,u,2
3707,唄,b,ai,4,口,貝,r,r,alliterating,alliterating,mid,k,ou,3,b,ei,4
3708,浿,p,ei,4,氵,貝,r,r,rhyming,rhyming,low,sh,ui,3,b,ei,4
3709,狽,b,ei,4,犭,貝,r,r,regular,regular,low,q,uan,3,b,ei,4
3710,偵,zh,en,1,亻,貞,r,r,regular,regular,low,r,en,2,zh,en,1
3711,幀,zh,eng,4,巾,貞,r,r,alliterating,alliterating,low,j,in,1,zh,en,1
3712,楨,zh,en,1,木,貞,r,r,regular,regular,high,m,u,4,zh,en,1
3713,湞,ch,eng,2,氵,貞,r,r,radical,radical,mid,sh,ui,3,zh,en,1
3714,禎,zh,en,1,礻,貞,r,r,regular,regular,mid,sh,i,4,zh,en,1
3715,赬,ch,eng,1,赤,貞,l,r,alliterating,radical,rare,ch,i,4,zh,en,1
3716,債,zh,ai,4,亻,責,r,r,radical,radical,low,r,en,2,z,e,2
3717,嘖,z,e,2,口,責,r,r,regular,regular,low,k,ou,3,z,e,2
3718,磧,q,i,4,石,責,r,l,radical,rhyming,rare,sh,i,2,z,e,2
3719,績,j,i,1,糸,責,r,l,radical,rhyming,low,m,i,4,z,e,2
3720,謮,z,e,2,言,責,r,r,regular,regular,rare,y,an,2,z,e,2
3721,僨,f,en,4,亻,賁,r,l,radical,rhyming,mid,r,en,2,b,i,4
3722,噴,p,en,1,口,賁,r,r,radical,radical,mid,k,ou,3,b,i,4
3723,墳,f,en,2,土,賁,r,r,radical,radical,mid,t,u,3,b,i,4
3724,幩,f,en,2,巾,賁,r,r,radical,radical,rare,j,in,1,b,i,4
3725,憤,f,en,4,忄,賁,r,r,radical,radical,mid,x,in,1,b,i,4
3726,濆,f,en,2,氵,賁,r,r,radical,radical,mid,sh,ui,3,b,i,4
3727,膹,f,en,4,肉,賁,r,r,radical,radical,low,r,ou,4,b,i,4
3728,豶,f,en,2,豕,賁,r,r,radical,radical,rare,sh,i,3,b,i,4
3729,轒,f,en,2,車,賁,r,r,radical,radical,mid,ch,e,1,b,i,4
3730,鐼,f,en,2,釒,賁,r,r,radical,radical,rare,j,in,1,b,i,4
3731,饙,f,en,1,飠,賁,r,r,radical,radical,rare,sh,i,2,b,i,4
3732,儐,b,in,4,亻,賓,r,r,regular,regular,rare,r,en,2,b,in,1
3733,嬪,p,in,2,女,賓,r,r,rhyming,rhyming,low,n,v,3,b,in,1
3734,擯,b,in,4,扌,賓,r,r,regular,regular,mid,sh,ou,3,b,in,1
3735,檳,b,in,1,木,賓,r,r,regular,regular,low,m,u,4,b,in,1
3736,殯,b,in,4,歹,賓,r,r,regular,regular,low,d,ai,3,b,in,1
3737,濱,b,in,1,氵,賓,r,r,regular,regular,low,sh,ui,3,b,in,1
